geo_code,geo_name,fy,obligated_amount,population,per_capita
MI,Michigan,2024,34139814865.13,10077331.0,3387.783418558942
MN,Minnesota,2008,5725381606.98,5706494.0,1003.3098443597767
MN,Minnesota,2009,10977627097.93,5706494.0,1923.7078139274308
MN,Minnesota,2010,9363995745.5,5706494.0,1640.9367547744728
MN,Minnesota,2011,9594924174.73,5706494.0,1681.404409560406
MN,Minnesota,2012,11962709314.61,5706494.0,2096.3325843521434
MN,Minnesota,2013,15692966600.42,5706494.0,2750.0189434037784
MN,Minnesota,2014,17619505776.51,5706494.0,3087.623640103713
MN,Minnesota,2015,19881430583.17,5706494.0,3484.000961565893
MN,Minnesota,2016,26060561808.54,5706494.0,4566.825411284057
MN,Minnesota,2017,27070041770.06,5706494.0,4743.7256168253225
MN,Minnesota,2018,23997105728.66,5706494.0,4205.227540528387
MN,Minnesota,2019,31394146229.29,5706494.0,5501.4771292653595
MN,Minnesota,2020,40355317625.36,5706494.0,7071.823369193064
MN,Minnesota,2021,47607091724.53,5706494.0,8342.616626694078
MN,Minnesota,2022,64880431211.51,5706494.0,11369.578450710716
MN,Minnesota,2023,54757800903.04,5706494.0,9595.6993739133
MN,Minnesota,2024,62854636495.71,5706494.0,11014.580317741505
MO,Missouri,2008,10617781794.19,6154913.0,1725.090475558306
MO,Missouri,2009,15389297977.41,6154913.0,2500.327458310134
MO,Missouri,2010,11044592649.57,6154913.0,1794.4352177796827
MO,Missouri,2011,11821291667.35,6154913.0,1920.6269312580048
MO,Missouri,2012,12202264878.22,6154913.0,1982.5243473335852
MO,Missouri,2013,12763889379.09,6154913.0,2073.7725097154093
MO,Missouri,2014,12137426278.69,6154913.0,1971.9899011878804
MO,Missouri,2015,12265668180.72,6154913.0,1992.8255981392424
MO,Missouri,2016,14194232698.37,6154913.0,2306.163011300079
MO,Missouri,2017,13892166102.27,6154913.0,2257.085697599625
MO,Missouri,2018,14712047576.73,6154913.0,2390.2933439887775
MO,Missouri,2019,15486808209.84,6154913.0,2516.1701245557815
MO,Missouri,2020,17554162346.31,6154913.0,2852.0569415538453
MO,Missouri,2021,21012295024.41,6154913.0,3413.9060981706807
MO,Missouri,2022,22828723048.71,6154913.0,3709.0244896572867
MO,Missouri,2023,25085905759.51,6154913.0,4075.753103173026
MO,Missouri,2024,29337776156.2,6154913.0,4766.562282228847
MP,Northern Mariana Islands,2008,33984789.94,47329.0,718.0542572207314
MP,Northern Mariana Islands,2009,80014748.41,47329.0,1690.6072050962412
MP,Northern Mariana Islands,2010,64126663.05,47329.0,1354.9126972891884
MP,Northern Mariana Islands,2011,167046410.77,47329.0,3529.4726440448776
MP,Northern Mariana Islands,2012,47674727.11,47329.0,1007.304762619113
MP,Northern Mariana Islands,2013,64368653.43,47329.0,1360.0256381922288
MP,Northern Mariana Islands,2014,72482051.77,47329.0,1531.4511561621837
MP,Northern Mariana Islands,2015,96056022.18,47329.0,2029.5383840774157
MP,Northern Mariana Islands,2016,74641585.77,47329.0,1577.0792911322867
MP,Northern Mariana Islands,2017,205288782.9,47329.0,4337.484056286843
MP,Northern Mariana Islands,2018,142006142.22,47329.0,3000.404450125716
MP,Northern Mariana Islands,2019,168269374.86,47329.0,3555.312279152317
MP,Northern Mariana Islands,2020,212478467.17,47329.0,4489.3927015149275
MP,Northern Mariana Islands,2021,227975767.91,47329.0,4816.830440322001
MP,Northern Mariana Islands,2022,164110268.59,47329.0,3467.435791797841
MP,Northern Mariana Islands,2023,228664934.38,47329.0,4831.391628388515
MP,Northern Mariana Islands,2024,312124120.53,47329.0,6594.7753075281535
MS,Mississippi,2008,4589111728.82,2961279.0,1549.7059644903434
MS,Mississippi,2009,12412389434.71,2961279.0,4191.563657024549
MS,Mississippi,2010,4896849489.97,2961279.0,1653.626520827656
MS,Mississippi,2011,12105117377.24,2961279.0,4087.8003650584765
MS,Mississippi,2012,11748383498.52,2961279.0,3967.3342155602363
MS,Mississippi,2013,11093251650.45,2961279.0,3746.101481977889
MS,Mississippi,2014,5764232589.7,2961279.0,1946.5347877386764
MS,Mississippi,2015,6014946985.71,2961279.0,2031.1990142468846
MS,Mississippi,2016,6170403435.16,2961279.0,2083.6954016018076
MS,Mississippi,2017,6486110626.2,2961279.0,2190.3071700437545
MS,Mississippi,2018,9672469618.07,2961279.0,3266.3148653233957
MS,Mississippi,2019,7006783303.76,2961279.0,2366.134127773844
MS,Mississippi,2020,8070013150.77,2961279.0,2725.178259383868
MS,Mississippi,2021,8175289469.22,2961279.0,2760.7292218058483
MS,Mississippi,2022,8700107278.87,2961279.0,2937.955957162429
MS,Mississippi,2023,12664914559.36,2961279.0,4276.8393519692
MS,Mississippi,2024,11090399471.5,2961279.0,3745.1383241835706
MT,Montana,2008,1401623892.76,1084225.0,1292.7426436025733
MT,Montana,2009,2416821529.26,1084225.0,2229.07747862298
MT,Montana,2010,1703193108.18,1084225.0,1570.8852942701008
MT,Montana,2011,2354771365.15,1084225.0,2171.8475087274323
MT,Montana,2012,1959391911.27,1084225.0,1807.182006751366
MT,Montana,2013,2128163358.82,1084225.0,1962.842914358182
MT,Montana,2014,2183751990.9,1084225.0,2014.1132983467455
MT,Montana,2015,2193752399.48,1084225.0,2023.3368530332725
MT,Montana,2016,2441027054.39,1084225.0,2251.4026649357834
MT,Montana,2017,2561447312.1,1084225.0,2362.4684102469505
MT,Montana,2018,2627534957.01,1084225.0,2423.42222048929
MT,Montana,2019,2776224987.88,1084225.0,2560.5616803523253
MT,Montana,2020,3106502558.34,1084225.0,2865.182557439646
MT,Montana,2021,3612313611.16,1084225.0,3331.70108709908
MT,Montana,2022,4424483648.47,1084225.0,4080.779956623395
MT,Montana,2023,4086265569.5,1084225.0,3768.8354073185915
MT,Montana,2024,4831975551.47,1084225.0,4456.616985837811
NC,North Carolina,2008,11566100704.75,10439388.0,1107.9289997411727
NC,North Carolina,2009,23444565233.84,10439388.0,2245.779660056701
NC,North Carolina,2010,14546611384.56,10439388.0,1393.4352650327778
NC,North Carolina,2011,23095740970.94,10439388.0,2212.365415572254
NC,North Carolina,2012,22734250404.25,10439388.0,2177.7378524727696
NC,North Carolina,2013,24693906678.61,10439388.0,2365.4553962943037
NC,North Carolina,2014,16327741389.54,10439388.0,1564.051588995447
NC,North Carolina,2015,17196509714.69,10439388.0,1647.271824238164
NC,North Carolina,2016,18852427018.03,10439388.0,1805.8938912922863
NC,North Carolina,2017,18998642831.25,10439388.0,1819.9000584373337
NC,North Carolina,2018,19886841236.69,10439388.0,1904.9815215882386
NC,North Carolina,2019,21054078019.55,10439388.0,2016.7923655630004
NC,North Carolina,2020,26233200135.36,10439388.0,2512.905941934527
NC,North Carolina,2021,28261633293.62,10439388.0,2707.2116960898475
NC,North Carolina,2022,27575334327.92,10439388.0,2641.4703934675094
NC,North Carolina,2023,28239151792.99,10439388.0,2705.0581694051416
NC,North Carolina,2024,32973634119.22,10439388.0,3158.579230815063
ND,North Dakota,2008,1010970948.62,779094.0,1297.6238407945639
ND,North Dakota,2009,2657378807.1,779094.0,3410.8577490007624
ND,North Dakota,2010,1432396134.87,779094.0,1838.5408370106816
ND,North Dakota,2011,2480105492.11,779094.0,3183.3199743676632
ND,North Dakota,2012,7752380330.19,779094.0,9950.507037905567
ND,North Dakota,2013,9608402046.06,779094.0,12332.789170575052
ND,North Dakota,2014,15101034074.22,779094.0,19382.813979083396
ND,North Dakota,2015,15454339371.54,779094.0,19836.296225538896
ND,North Dakota,2016,16289909799.55,779094.0,20908.786102254668
ND,North Dakota,2017,16905386116.27,779094.0,21698.775906719857
ND,North Dakota,2018,17498522868.97,779094.0,22460.091938803278
ND,North Dakota,2019,18251680745.53,779094.0,23426.801830754695
ND,North Dakota,2020,18961953799.2,779094.0,24338.467244260642
ND,North Dakota,2021,16946265133.5,779094.0,21751.245849024635
ND,North Dakota,2022,19483251330.98,779094.0,25007.57460714625
ND,North Dakota,2023,20672441169.59,779094.0,26533.94990795719
ND,North Dakota,2024,23724255301.46,779094.0,30451.08202791961
NE,Nebraska,2008,2178262074.58,1961504.0,1110.5060578923112
NE,Nebraska,2009,3357024128.5,1961504.0,1711.4541334098733
NE,Nebraska,2010,2183354426.54,1961504.0,1113.1022045022594
NE,Nebraska,2011,3029907130.97,1961504.0,1544.6856753644142
NE,Nebraska,2012,2916209989.69,1961504.0,1486.7214085161183
NE,Nebraska,2013,2967359226.6,1961504.0,1512.79794820709
NE,Nebraska,2014,3337949963.32,1961504.0,1701.7298783586473
NE,Nebraska,2015,2935648064.62,1961504.0,1496.6311894444264
NE,Nebraska,2016,3012790337.23,1961504.0,1535.95931348088
NE,Nebraska,2017,3629168964.81,1961504.0,1850.1970757184283
NE,Nebraska,2018,3593429349.88,1961504.0,1831.976559762305
NE,Nebraska,2019,4117894639.03,1961504.0,2099.355718382425
NE,Nebraska,2020,5323533796.74,1961504.0,2714.006087543028
NE,Nebraska,2021,5281962306.13,1961504.0,2692.812406260706
NE,Nebraska,2022,6621627307.94,1961504.0,3375.7908767659915
NE,Nebraska,2023,5691747357.78,1961504.0,2901.7261029189845
NE,Nebraska,2024,6165004795.98,1961504.0,3142.9988396556923
NH,New Hampshire,2008,2201193380.52,1377529.0,1597.9288860851568
NH,New Hampshire,2009,2896933802.95,1377529.0,2102.9929699846607
NH,New Hampshire,2010,2000825717.03,1377529.0,1452.474479324936
NH,New Hampshire,2011,2778208177.97,1377529.0,2016.8055830185788
NH,New Hampshire,2012,2554176852.19,1377529.0,1854.1728357007366
NH,New Hampshire,2013,2896931265.76,1377529.0,2102.9911281432187
NH,New Hampshire,2014,2424071374.49,1377529.0,1759.724386557379
NH,New Hampshire,2015,2570417644.66,1377529.0,1865.9626364744406
NH,New Hampshire,2016,2615628830.65,1377529.0,1898.7831331681584
NH,New Hampshire,2017,3021219105.01,1377529.0,2193.216335198751
NH,New Hampshire,2018,3189673341.66,1377529.0,2315.503587699424
NH,New Hampshire,2019,3471694481.93,1377529.0,2520.2333177232567
NH,New Hampshire,2020,3470033496.69,1377529.0,2519.0275462004793
NH,New Hampshire,2021,3725129289.74,1377529.0,2704.2111561644074
NH,New Hampshire,2022,3979420111.91,1377529.0,2888.810407555848
NH,New Hampshire,2023,4191514295.25,1377529.0,3042.777535173488
NH,New Hampshire,2024,4708825791.4,1377529.0,3418.3133650180866
NJ,New Jersey,2008,12980389742.06,9288994.0,1397.3945663071802
NJ,New Jersey,2009,28120713401.83,9288994.0,3027.3152724428505
NJ,New Jersey,2010,13797759786.37,9288994.0,1485.3879533531835
NJ,New Jersey,2011,26607985014.99,9288994.0,2864.463580769888
NJ,New Jersey,2012,25758747208.71,9288994.0,2773.0394926199756
NJ,New Jersey,2013,30208580658.96,9288994.0,3252.083127511978
NJ,New Jersey,2014,15784739153.44,9288994.0,1699.2947948335418
NJ,New Jersey,2015,15678805018.55,9288994.0,1687.8905313697048
NJ,New Jersey,2016,17334996689.11,9288994.0,1866.1866601604006
NJ,New Jersey,2017,16913680901.05,9288994.0,1820.8302105750095
NJ,New Jersey,2018,16335047583.5,9288994.0,1758.5378549603972
NJ,New Jersey,2019,18257430823.4,9288994.0,1965.4906466082334
NJ,New Jersey,2020,21230266444.48,9288994.0,2285.5291374372723
NJ,New Jersey,2021,22713187599.36,9288994.0,2445.171952889624
NJ,New Jersey,2022,22651854905.76,9288994.0,2438.5692256621114
NJ,New Jersey,2023,23342364383.01,9288994.0,2512.9055291681743
NJ,New Jersey,2024,25689033387.15,9288994.0,2765.5345010611486
NM,New Mexico,2008,3525999619.73,2117522.0,1665.153712561192
NM,New Mexico,2009,6446029812.76,2117522.0,3044.138295970479
NM,New Mexico,2010,4515920730.77,2117522.0,2132.6440673438105
NM,New Mexico,2011,5410670960.46,2117522.0,2555.1899628244714
NM,New Mexico,2012,5424537126.06,2117522.0,2561.7382610711957
NM,New Mexico,2013,5826871413.35,2117522.0,2751.740672989466
NM,New Mexico,2014,5858272518.37,2117522.0,2766.569848327432
NM,New Mexico,2015,5548027145.48,2117522.0,2620.0564364762204
NM,New Mexico,2016,4743616059.61,2117522.0,2240.1732117116135
NM,New Mexico,2017,6148407290.29,2117522.0,2903.586026633962
NM,New Mexico,2018,6552717212.42,2117522.0,3094.5214323251425
NM,New Mexico,2019,6843374319.37,2117522.0,3231.7842834076814
NM,New Mexico,2020,7937847695.92,2117522.0,3748.649457205167
NM,New Mexico,2021,8781047234.95,2117522.0,4146.850533288439
NM,New Mexico,2022,10089155224.29,2117522.0,4764.604676735355
NM,New Mexico,2023,9185824900.28,2117522.0,4338.0068307578385
NM,New Mexico,2024,10475202052.44,2117522.0,4946.915334263352
NV,Nevada,2008,3514251654.22,3104614.0,1131.9447938519893
NV,Nevada,2009,4974996255.2,3104614.0,1602.4524321542065
NV,Nevada,2010,3275392379.98,3104614.0,1055.007926904923
NV,Nevada,2011,4404714283.17,3104614.0,1418.7639053260727
NV,Nevada,2012,4483980379.6,3104614.0,1444.2956127879345
NV,Nevada,2013,4389002671.54,3104614.0,1413.7031758344194
NV,Nevada,2014,3910117488.12,3104614.0,1259.4536673866703
NV,Nevada,2015,5709345524.76,3104614.0,1838.9872379497097
NV,Nevada,2016,5076610374.46,3104614.0,1635.1824653435178
NV,Nevada,2017,5576813933.92,3104614.0,1796.298649017237
NV,Nevada,2018,5750972990.83,3104614.0,1852.3954961325305
NV,Nevada,2019,5565352210.72,3104614.0,1792.6068138325732
NV,Nevada,2020,6989674246.57,3104614.0,2251.3826989667637
NV,Nevada,2021,7439615808.52,3104614.0,2396.309431227199
NV,Nevada,2022,7586586961.85,3104614.0,2443.649021053825
NV,Nevada,2023,7698900599.72,3104614.0,2479.8253823889218
NV,Nevada,2024,8869783914.43,3104614.0,2856.9683427408368
NY,New York,2008,28715811768.45,20201249.0,1421.4869470917367
NY,New York,2009,52734712503.01,20201249.0,2610.4679222066916
NY,New York,2010,34253807430.57,20201249.0,1695.6281975718432
NY,New York,2011,43502615678.76,20201249.0,2153.461683421654
NY,New York,2012,41334283730.27,20201249.0,2046.1251544530735
NY,New York,2013,53477358927.8,20201249.0,2647.230323620089
NY,New York,2014,42811309779.75,20201249.0,2119.2407350530652
NY,New York,2015,40905761835.12,20201249.0,2024.912510861086
NY,New York,2016,45467516910.3,20201249.0,2250.7280074761716
NY,New York,2017,46877812816.88,20201249.0,2320.540319902002
NY,New York,2018,47023157229.02,20201249.0,2327.7351429617047
NY,New York,2019,48270667929.95,20201249.0,2389.4892800910475
NY,New York,2020,60716739273.09,20201249.0,3005.593331040571
NY,New York,2021,73747744341.58,20201249.0,3650.6527067499637
NY,New York,2022,72167288577.04,20201249.0,3572.4171598023468
NY,New York,2023,64668482607.96,20201249.0,3201.2120937650934
NY,New York,2024,76383882409.15,20201249.0,3781.146522630853
OH,Ohio,2008,16556429892.92,11799448.0,1403.1529180788796
OH,Ohio,2009,25324990850.61,11799448.0,2146.2860678406314
OH,Ohio,2010,17425591328.53,11799448.0,1476.8141127051026
OH,Ohio,2011,19110077796.17,11799448.0,1619.5738814366568
OH,Ohio,2012,18515404161.06,11799448.0,1569.1754530432272
OH,Ohio,2013,20431720042.31,11799448.0,1731.5827013526396
OH,Ohio,2014,20134085196.52,11799448.0,1706.358229344288
OH,Ohio,2015,20865460210.46,11799448.0,1768.3420623117283
OH,Ohio,2016,21653234854.16,11799448.0,1835.1057485197612
OH,Ohio,2017,22504472857.26,11799448.0,1907.2479371289232
OH,Ohio,2018,22620539723.22,11799448.0,1917.0845723647412
OH,Ohio,2019,24456071775.78,11799448.0,2072.6454132244153
OH,Ohio,2020,29687563451.22,11799448.0,2516.0129059613637
OH,Ohio,2021,30979427904.95,11799448.0,2625.498066091736
OH,Ohio,2022,32212701429.49,11799448.0,2730.0176609524447
OH,Ohio,2023,32662253439.0,11799448.0,2768.117071154515
OH,Ohio,2024,32216962299.26,11799448.0,2730.3787685034076
OK,Oklahoma,2008,5001716996.32,3959353.0,1263.2662448435387
OK,Oklahoma,2009,8653090566.74,3959353.0,2185.480952756675
OK,Oklahoma,2010,5653901305.71,3959353.0,1427.986164838043
OK,Oklahoma,2011,6898869165.06,3959353.0,1742.4233618624055
OK,Oklahoma,2012,6451419299.31,3959353.0,1629.412507374311
OK,Oklahoma,2013,7164143542.13,3959353.0,1809.4227875438235
OK,Oklahoma,2014,7469557234.61,3959353.0,1886.560060345718
OK,Oklahoma,2015,6877144024.3,3959353.0,1736.9363187116683
OK,Oklahoma,2016,7979936566.94,3959353.0,2015.4647910757135
OK,Oklahoma,2017,8314776090.89,3959353.0,2100.03404366572
OK,Oklahoma,2018,8370052640.41,3959353.0,2113.99504929467
OK,Oklahoma,2019,8177545760.19,3959353.0,2065.37425690258
OK,Oklahoma,2020,10089494664.32,3959353.0,2548.2685338538895
OK,Oklahoma,2021,13375137381.75,3959353.0,3378.11187377079
OK,Oklahoma,2022,12817880289.07,3959353.0,3237.367390346352
OK,Oklahoma,2023,12108818681.73,3959353.0,3058.282169266039
OK,Oklahoma,2024,13982348584.88,3959353.0,3531.473092922
OR,Oregon,2008,4985764850.42,4237256.0,1176.6494284083851
OR,Oregon,2009,8682071059.97,4237256.0,2048.9843096499244
OR,Oregon,2010,5555752498.46,4237256.0,1311.1675335311343
OR,Oregon,2011,7477550895.4,4237256.0,1764.715394915955
OR,Oregon,2012,7554716347.96,4237256.0,1782.9265798337415
OR,Oregon,2013,8646450087.36,4237256.0,2040.5776963582093
OR,Oregon,2014,8355456591.92,4237256.0,1971.9027106032772
OR,Oregon,2015,8355232430.74,4237256.0,1971.849808163585
OR,Oregon,2016,7240580984.38,4237256.0,1708.7900717775844
OR,Oregon,2017,9387499344.09,4237256.0,2215.466647304293
OR,Oregon,2018,9371865253.39,4237256.0,2211.77697391661
OR,Oregon,2019,9869446554.9,4237256.0,2329.2070516626795
OR,Oregon,2020,12095338533.08,4237256.0,2854.5215424982584
OR,Oregon,2021,16394048741.62,4237256.0,3869.02484570675
OR,Oregon,2022,14289918307.07,4237256.0,3372.446297101237
OR,Oregon,2023,14091990564.66,4237256.0,3325.7349956339667
OR,Oregon,2024,16027294940.94,4237256.0,3782.470292316537
PA,Pennsylvania,2008,22887025694.44,13002700.0,1760.1748632545548
PA,Pennsylvania,2009,34244692483.5,13002700.0,2633.660123166727
PA,Pennsylvania,2010,22058298196.82,13002700.0,1696.439831482692
PA,Pennsylvania,2011,25550036198.23,13002700.0,1964.9792887807916
PA,Pennsylvania,2012,36726709143.96,13002700.0,2824.54483637706
PA,Pennsylvania,2013,48817453710.78,13002700.0,3754.408985116937
PA,Pennsylvania,2014,49294825245.55,13002700.0,3791.1222473447824
PA,Pennsylvania,2015,49803614629.5,13002700.0,3830.2517653641166
PA,Pennsylvania,2016,54580015884.51,13002700.0,4197.590952995148
PA,Pennsylvania,2017,53448432969.32,13002700.0,4110.564188154768
PA,Pennsylvania,2018,54920009256.96,13002700.0,4223.738858618594
PA,Pennsylvania,2019,57527723446.52,13002700.0,4424.290604760549
PA,Pennsylvania,2020,60116223401.68,13002700.0,4623.364639780969
PA,Pennsylvania,2021,60440420276.72,13002700.0,4648.297682536704
PA,Pennsylvania,2022,60546449158.54,13002700.0,4656.452056768209
PA,Pennsylvania,2023,65747563439.77,13002700.0,5056.454693238327
PA,Pennsylvania,2024,74969310902.36,13002700.0,5765.672583568028
PR,Puerto Rico,2008,3606132076.92,3285874.0,1097.4651118454328
PR,Puerto Rico,2009,6138529227.64,3285874.0,1868.1572171178811
PR,Puerto Rico,2010,4088889995.66,3285874.0,1244.3842933904343
PR,Puerto Rico,2011,5845478004.93,3285874.0,1778.9720497286264
PR,Puerto Rico,2012,6116687766.72,3285874.0,1861.5101390741095
PR,Puerto Rico,2013,6809354350.79,3285874.0,2072.311461361574
PR,Puerto Rico,2014,5862903869.27,3285874.0,1784.2753158733417
PR,Puerto Rico,2015,5679955280.15,3285874.0,1728.5980168898745
PR,Puerto Rico,2016,6390272459.52,3285874.0,1944.7709983766877
PR,Puerto Rico,2017,6855311327.56,3285874.0,2086.2976874828432
PR,Puerto Rico,2018,9778757387.5,3285874.0,2975.998893292926
PR,Puerto Rico,2019,8105343079.51,3285874.0,2466.723641719068
PR,Puerto Rico,2020,19019573435.78,3285874.0,5788.284467322849
PR,Puerto Rico,2021,10020358019.78,3285874.0,3049.5259464544292
PR,Puerto Rico,2022,11374067634.19,3285874.0,3461.504499013048
PR,Puerto Rico,2023,10005660666.01,3285874.0,3045.053056206659
PR,Puerto Rico,2024,10325874726.41,3285874.0,3142.5047723710645
RI,Rhode Island,2008,1690787887.9,1097379.0,1540.7510877281231
RI,Rhode Island,2009,3352041686.92,1097379.0,3054.5888766962007
RI,Rhode Island,2010,2257052726.94,1097379.0,2056.7668298190506
RI,Rhode Island,2011,3065010607.26,1097379.0,2793.0283040408103
RI,Rhode Island,2012,4092882412.71,1097379.0,3729.6890251317004
RI,Rhode Island,2013,3113989602.56,1097379.0,2837.661010972508
RI,Rhode Island,2014,2465067594.08,1097379.0,2246.32291494552
RI,Rhode Island,2015,2615289348.86,1097379.0,2383.214321451386
RI,Rhode Island,2016,2842159286.75,1097379.0,2589.9523198001784
RI,Rhode Island,2017,2629237152.4,1097379.0,2395.9244275678684
RI,Rhode Island,2018,2793898170.13,1097379.0,2545.97378857259
RI,Rhode Island,2019,2992031542.75,1097379.0,2726.5252412794484
RI,Rhode Island,2020,3552387826.13,1097379.0,3237.156739950373
RI,Rhode Island,2021,3963058505.72,1097379.0,3611.385406245244
RI,Rhode Island,2022,3977399833.25,1097379.0,3624.4541158979714
RI,Rhode Island,2023,4164043614.65,1097379.0,3794.535538451164
RI,Rhode Island,2024,4548053382.28,1097379.0,4144.469123502454
SC,South Carolina,2008,6892286239.08,5118425.0,1346.5638822645637
SC,South Carolina,2009,18896083936.44,5118425.0,3691.777047908292
SC,South Carolina,2010,8302811440.03,5118425.0,1622.1418580969732
SC,South Carolina,2011,22187264471.27,5118425.0,4334.7835459677535
SC,South Carolina,2012,39898246095.46,5118425.0,7795.02407390164
SC,South Carolina,2013,39155100426.53,5118425.0,7649.83377240655
SC,South Carolina,2014,19258828401.21,5118425.0,3762.6473771150304
SC,South Carolina,2015,19813320416.43,5118425.0,3870.97992379101
SC,South Carolina,2016,20107417254.29,5118425.0,3928.438387646591
SC,South Carolina,2017,21140970169.84,5118425.0,4130.366307963875
SC,South Carolina,2018,28121677271.1,5118425.0,5494.205203964109
SC,South Carolina,2019,28506181023.7,5118425.0,5569.326701807685
SC,South Carolina,2020,30316829874.6,5118425.0,5923.077875440199
SC,South Carolina,2021,31750970122.91,5118425.0,6203.269584473739
SC,South Carolina,2022,29749270687.54,5118425.0,5812.1923614275875
SC,South Carolina,2023,33349094261.79,5118425.0,6515.4992525610905
SC,South Carolina,2024,34257604457.71,5118425.0,6692.997251636978
SD,South Dakota,2008,1116165965.22,886667.0,1258.8333221152925
SD,South Dakota,2009,2052636221.22,886667.0,2315.0023867133887
SD,South Dakota,2010,1411194172.07,886667.0,1591.5717761797832
SD,South Dakota,2011,1869843847.07,886667.0,2108.8456512647927
SD,South Dakota,2012,1663627182.4,886667.0,1876.2705529809953
SD,South Dakota,2013,1852459795.0,886667.0,2089.2395848723363
SD,South Dakota,2014,1934966793.22,886667.0,2182.292555401295
SD,South Dakota,2015,1720368234.08,886667.0,1940.2641962315051
SD,South Dakota,2016,1890767701.41,886667.0,2132.443974355649
SD,South Dakota,2017,1929453497.68,886667.0,2176.074555250167
SD,South Dakota,2018,2279357632.71,886667.0,2570.703130611605
SD,South Dakota,2019,2577798788.23,886667.0,2907.290773458356
SD,South Dakota,2020,2713077109.4,886667.0,3059.860251255545
SD,South Dakota,2021,3479205156.53,886667.0,3923.9141149157467
SD,South Dakota,2022,4082313618.48,886667.0,4604.111372679935
SD,South Dakota,2023,3088718559.43,886667.0,3483.5158626970438
SD,South Dakota,2024,3765653775.57,886667.0,4246.976345764532
TN,Tennessee,2008,8497865013.9,6910840.0,1229.6428529527525
TN,Tennessee,2009,15337044720.82,6910840.0,2219.2735934879115
TN,Tennessee,2010,11197903602.84,6910840.0,1620.3390040631818
TN,Tennessee,2011,13055644556.95,6910840.0,1889.1545104430143
TN,Tennessee,2012,19923718536.21,6910840.0,2882.966258256594
TN,Tennessee,2013,21212107718.82,6910840.0,3069.39644367689
TN,Tennessee,2014,19021957413.92,6910840.0,2752.481234396976
TN,Tennessee,2015,18840384319.76,6910840.0,2726.2075695226627
TN,Tennessee,2016,20182164095.21,6910840.0,2920.363384944522
TN,Tennessee,2017,21113835578.47,6910840.0,3055.1764443208062
TN,Tennessee,2018,21186968609.18,6910840.0,3065.758809230137
TN,Tennessee,2019,21429751017.16,6910840.0,3100.889474674569
TN,Tennessee,2020,24569602698.9,6910840.0,3555.226672719959
TN,Tennessee,2021,25379603517.67,6910840.0,3672.4339613809607
TN,Tennessee,2022,26959966576.94,6910840.0,3901.1128280990442
TN,Tennessee,2023,26400217360.17,6910840.0,3820.116998826481
TN,Tennessee,2024,28349758596.66,6910840.0,4102.216025354371
TX,Texas,2008,47981421061.76,29145505.0,1646.271734243754
TX,Texas,2009,82372104882.31,29145505.0,2826.2370091823764
TX,Texas,2010,36876056728.5,29145505.0,1265.2399307714861
TX,Texas,2011,81609499399.57,29145505.0,2800.0715513273835
TX,Texas,2012,89147644266.79,29145505.0,3058.709885685288
TX,Texas,2013,94823815291.37,29145505.0,3253.462765231551
TX,Texas,2014,40813088023.74,29145505.0,1400.3218686291418
TX,Texas,2015,43255985501.88,29145505.0,1484.1391666358156
TX,Texas,2016,46281154067.88,29145505.0,1587.9345397473812
TX,Texas,2017,55758537027.72,29145505.0,1913.1093123183146
TX,Texas,2018,59057412033.76,29145505.0,2026.2957198291813
TX,Texas,2019,54058165290.96,29145505.0,1854.7685240300348
TX,Texas,2020,69671331968.09,29145505.0,2390.465767125668
TX,Texas,2021,93641002323.71,29145505.0,3212.8797330397947
TX,Texas,2022,77419305159.49,29145505.0,2656.303438883286
TX,Texas,2023,75892057047.59,29145505.0,2603.902627440835
TX,Texas,2024,79799111709.31,29145505.0,2737.9560487735585
UT,Utah,2008,2678720865.33,3271616.0,818.7760621448239
UT,Utah,2009,4230901376.82,3271616.0,1293.2145388762008
UT,Utah,2010,3715686191.38,3271616.0,1135.7342033355994
UT,Utah,2011,3811511248.16,3271616.0,1165.0240273186096
UT,Utah,2012,4095604165.09,3271616.0,1251.8596819094907
UT,Utah,2013,3995281188.09,3271616.0,1221.195026583193
UT,Utah,2014,4202703036.65,3271616.0,1284.595452721224
UT,Utah,2015,3783181128.23,3271616.0,1156.364661448654
UT,Utah,2016,4209612173.89,3271616.0,1286.707295076806
UT,Utah,2017,4560407129.47,3271616.0,1393.9310510371633
UT,Utah,2018,4689296246.17,3271616.0,1433.327213881458
UT,Utah,2019,4991707604.42,3271616.0,1525.7620712271855
UT,Utah,2020,5575314091.92,3271616.0,1704.1468472828108
UT,Utah,2021,6736457249.41,3271616.0,2059.0611029564593
UT,Utah,2022,7264245495.21,3271616.0,2220.3845118773106
UT,Utah,2023,7243396013.34,3271616.0,2214.011672928608
UT,Utah,2024,8927492406.55,3271616.0,2728.771471514383
VA,Virginia,2008,27653795797.08,8631393.0,3203.8624353079513
VA,Virginia,2009,33665260724.08,8631393.0,3900.3276439944284
VA,Virginia,2010,28334323082.86,8631393.0,3282.705709595195
VA,Virginia,2011,38995504579.98,8631393.0,4517.869199094515
VA,Virginia,2012,35467053785.19,8631393.0,4109.07645905939
VA,Virginia,2013,35390430624.66,8631393.0,4100.199194343254
VA,Virginia,2014,30254429882.65,8631393.0,3505.1618994350047
VA,Virginia,2015,27840605595.91,8631393.0,3225.5055002025747
VA,Virginia,2016,30974585737.53,8631393.0,3588.5963873421124
