fy,quarter,budget_function_code,budget_function_name,budget_subfunction_code,budget_subfunction_name,amount,total
2023,2,600,Income Security,602,Federal employee retirement and disability,94084006423.32,
2023,2,600,Income Security,603,Unemployment compensation,18424219819.96,
2023,2,600,Income Security,604,Housing assistance,32846427265.6,
2023,2,600,Income Security,605,Food and nutrition assistance,104823004404.77,
2023,2,600,Income Security,609,Other income security,170050428969.37,
2023,2,650,Social Security,651,Social security,710177234898.21,
2023,2,700,Veterans Benefits and Services,701,Income security for veterans,76380307567.89,
2023,2,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",7265159904.5,
2023,2,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,62740603398.23,
2023,2,700,Veterans Benefits and Services,704,Veterans housing,330982484.92,
2023,2,700,Veterans Benefits and Services,705,Other veterans benefits and services,9671705855.75,
2023,2,750,Administration of Justice,751,Federal law enforcement activities,31736691471.57,
2023,2,750,Administration of Justice,752,Federal litigative and judicial activities,6852212044.05,
2023,2,750,Administration of Justice,753,Federal correctional activities,4690690668.5,
2023,2,750,Administration of Justice,754,Criminal justice assistance,5088116739.51,
2023,2,800,General Government,801,Legislative functions,410820935.21,
2023,2,800,General Government,802,Executive direction and management,360482374.75,
2023,2,800,General Government,803,Central fiscal operations,226827510395.56,
2023,2,800,General Government,804,General property and records management,18532624354.85,
2023,2,800,General Government,805,Central personnel management,24383171429.64,
2023,2,800,General Government,806,General purpose fiscal assistance,4711362163.41,
2023,2,800,General Government,808,Other general government,1434025488.61,
2023,2,900,Net Interest,901,Interest on Treasury debt securities (gross),384226935172.2,
2023,2,900,Net Interest,908,Other interest,10656820503.79,
2023,3,000,Governmental Receipts,000,Governmental Receipts,0.0,
2023,3,050,National Defense,051,Department of Defense-Military,817170625855.28,
2023,3,050,National Defense,053,Atomic energy defense activities,32496494948.07,
2023,3,050,National Defense,054,Defense-related activities,140552849608.65,
2023,3,150,International Affairs,151,International development and humanitarian assistance,20999947809.04,
2023,3,150,International Affairs,152,International security assistance,15338684404.89,
2023,3,150,International Affairs,153,Conduct of foreign affairs,18650726036.49,
2023,3,150,International Affairs,154,Foreign information and exchange activities,1438560579.2,
2023,3,150,International Affairs,155,International financial programs,8887077539.09,
2023,3,250,"General Science, Space, and Technology",251,General science and basic research,10939500174.72,
2023,3,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",19381790637.54,
2023,3,270,Energy,271,Energy supply,10484771550.63,
2023,3,270,Energy,272,Energy conservation,4701247645.06,
2023,3,270,Energy,274,Emergency energy preparedness,621530060.43,
2023,3,270,Energy,276,"Energy information, policy, and regulation",1637361695.87,
2023,3,300,Natural Resources and Environment,301,Water resources,25705129226.0,
2023,3,300,Natural Resources and Environment,302,Conservation and land management,19375647129.46,
2023,3,300,Natural Resources and Environment,303,Recreational resources,4318979531.94,
2023,3,300,Natural Resources and Environment,304,Pollution control and abatement,10297561297.95,
2023,3,300,Natural Resources and Environment,306,Other natural resources,9371616848.12,
2023,3,350,Agriculture,351,Farm income stabilization,21028686163.75,
2023,3,350,Agriculture,352,Agricultural research and services,13135500675.94,
2023,3,370,Commerce and Housing Credit,371,Mortgage credit,3468672304.9,
2023,3,370,Commerce and Housing Credit,373,Deposit insurance,95260817689.2,
2023,3,370,Commerce and Housing Credit,376,Other advancement of commerce,34129812962.06,
2023,3,400,Transportation,400,Transportation,62000000.0,
2023,3,400,Transportation,401,Ground transportation,54626622152.56,
2023,3,400,Transportation,402,Air transportation,32373979057.58,
2023,3,400,Transportation,403,Water transportation,9999936539.48,
2023,3,400,Transportation,407,Other transportation,1117011777.65,
2023,3,450,Community and Regional Development,451,Community development,9079054496.47,
2023,3,450,Community and Regional Development,452,Area and regional development,7459873108.22,
2023,3,450,Community and Regional Development,453,Disaster relief and insurance,68032469140.6,
2023,3,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",26558764354.53,
2023,3,500,"Education, Training, Employment, and Social Services",502,Higher education,83935264357.24,
2023,3,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1906918021.61,
2023,3,500,"Education, Training, Employment, and Social Services",504,Training and employment,8081697689.79,
2023,3,500,"Education, Training, Employment, and Social Services",505,Other labor services,2288205749.5,
2023,3,500,"Education, Training, Employment, and Social Services",506,Social services,19320799339.81,
2023,3,550,Health,551,Health care services,744681560648.95,
2023,3,550,Health,552,Health research and training,37045066568.51,
2023,3,550,Health,554,Consumer and occupational health and safety,7301886078.34,
2023,3,570,Medicare,571,Medicare,1159336574979.38,
2023,3,600,Income Security,601,General retirement and disability insurance (excluding social se,61283554494.29,
2023,3,600,Income Security,602,Federal employee retirement and disability,141594775180.3,
2023,3,600,Income Security,603,Unemployment compensation,26469734325.95,
2023,3,600,Income Security,604,Housing assistance,59427400893.81,
2023,3,600,Income Security,605,Food and nutrition assistance,141496314191.73,
2023,3,600,Income Security,609,Other income security,232982982439.8,
2023,3,650,Social Security,651,Social security,1071859990894.53,
2023,3,700,Veterans Benefits and Services,701,Income security for veterans,115554606786.8,
2023,3,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",9907210032.54,
2023,3,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,95376590626.65,
2023,3,700,Veterans Benefits and Services,704,Veterans housing,984821551.22,
2023,3,700,Veterans Benefits and Services,705,Other veterans benefits and services,14928448242.78,
2023,3,750,Administration of Justice,751,Federal law enforcement activities,49500542956.84,
2023,3,750,Administration of Justice,752,Federal litigative and judicial activities,9627917107.15,
2023,3,750,Administration of Justice,753,Federal correctional activities,7172911919.81,
2023,3,750,Administration of Justice,754,Criminal justice assistance,5903804215.29,
2023,3,800,General Government,801,Legislative functions,616836409.69,
2023,3,800,General Government,802,Executive direction and management,518276170.53,
2023,3,800,General Government,803,Central fiscal operations,384132115832.37,
2023,3,800,General Government,804,General property and records management,29214530996.29,
2023,3,800,General Government,805,Central personnel management,36700271727.45,
2023,3,800,General Government,806,General purpose fiscal assistance,7611865774.71,
2023,3,800,General Government,808,Other general government,2303743423.16,
2023,3,900,Net Interest,901,Interest on Treasury debt securities (gross),652403292964.03,
2023,3,900,Net Interest,908,Other interest,20994979567.3,
2023,4,000,Governmental Receipts,000,Governmental Receipts,0.0,
2023,4,050,National Defense,051,Department of Defense-Military,1113268798101.59,
2023,4,050,National Defense,053,Atomic energy defense activities,38712675816.81,
2023,4,050,National Defense,054,Defense-related activities,145031192655.2,
2023,4,150,International Affairs,151,International development and humanitarian assistance,41872457870.15,
2023,4,150,International Affairs,152,International security assistance,23846395112.91,
2023,4,150,International Affairs,153,Conduct of foreign affairs,30456660167.58,
2023,4,150,International Affairs,154,Foreign information and exchange activities,2088257456.44,
2023,4,150,International Affairs,155,International financial programs,8942348547.59,
2023,4,250,"General Science, Space, and Technology",251,General science and basic research,19019356497.83,
2023,4,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",27328923953.43,
2023,4,270,Energy,271,Energy supply,15452080757.96,
2023,4,270,Energy,272,Energy conservation,10609443341.02,
2023,4,270,Energy,274,Emergency energy preparedness,569736806.93,
2023,4,270,Energy,276,"Energy information, policy, and regulation",2332575594.01,
2023,4,300,Natural Resources and Environment,301,Water resources,36891099380.69,
2023,4,300,Natural Resources and Environment,302,Conservation and land management,31217815434.33,
2023,4,300,Natural Resources and Environment,303,Recreational resources,7341913451.51,
2023,4,300,Natural Resources and Environment,304,Pollution control and abatement,24384489886.89,
2023,4,300,Natural Resources and Environment,306,Other natural resources,15466843354.66,
2023,4,350,Agriculture,351,Farm income stabilization,39746976881.52,
2023,4,350,Agriculture,352,Agricultural research and services,19479073836.92,
2023,4,370,Commerce and Housing Credit,371,Mortgage credit,3934380630.35,
2023,4,370,Commerce and Housing Credit,373,Deposit insurance,146162843595.86,
2023,4,370,Commerce and Housing Credit,376,Other advancement of commerce,44353013025.61,
2023,4,400,Transportation,400,Transportation,62000000.0,
2023,4,400,Transportation,401,Ground transportation,100412160278.59,
2023,4,400,Transportation,402,Air transportation,45366239266.87,
2023,4,400,Transportation,403,Water transportation,14163932554.19,
2023,4,400,Transportation,407,Other transportation,1870210051.35,
2023,4,450,Community and Regional Development,451,Community development,18097142902.98,
2023,4,450,Community and Regional Development,452,Area and regional development,11395445000.16,
2023,4,450,Community and Regional Development,453,Disaster relief and insurance,83655216197.77,
2023,4,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",49878205784.41,
2023,4,500,"Education, Training, Employment, and Social Services",502,Higher education,204609676343.93,
2023,4,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2504222779.55,
2023,4,500,"Education, Training, Employment, and Social Services",504,Training and employment,11773356397.12,
2023,4,500,"Education, Training, Employment, and Social Services",505,Other labor services,3238162158.2,
2023,4,500,"Education, Training, Employment, and Social Services",506,Social services,25281804570.89,
2023,4,550,Health,551,Health care services,969111672455.9,
2023,4,550,Health,552,Health research and training,59675613438.78,
2023,4,550,Health,554,Consumer and occupational health and safety,10456594076.05,
2023,4,570,Medicare,571,Medicare,1554762388109.74,
2023,4,600,Income Security,601,General retirement and disability insurance (excluding social se,72091634334.57,
2023,4,600,Income Security,602,Federal employee retirement and disability,178969100297.03,
2023,4,600,Income Security,603,Unemployment compensation,36049472164.08,
2023,4,600,Income Security,604,Housing assistance,69775374922.04,
2023,4,600,Income Security,605,Food and nutrition assistance,201168517983.36,
2023,4,600,Income Security,609,Other income security,269233976013.87,
2023,4,650,Social Security,651,Social security,1438040480110.03,
2023,4,700,Veterans Benefits and Services,701,Income security for veterans,154819272471.2,
2023,4,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",13261737637.9,
2023,4,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,134065736550.67,
2023,4,700,Veterans Benefits and Services,704,Veterans housing,1025396985.02,
2023,4,700,Veterans Benefits and Services,705,Other veterans benefits and services,22294027303.49,
2023,4,750,Administration of Justice,751,Federal law enforcement activities,71331219572.79,
2023,4,750,Administration of Justice,752,Federal litigative and judicial activities,12551952781.01,
2023,4,750,Administration of Justice,753,Federal correctional activities,10477918757.66,
2023,4,750,Administration of Justice,754,Criminal justice assistance,12256775278.12,
2023,4,800,General Government,801,Legislative functions,842810172.97,
2023,4,800,General Government,802,Executive direction and management,739963893.79,
2023,4,800,General Government,803,Central fiscal operations,458315730023.37,
2023,4,800,General Government,804,General property and records management,42805549778.14,
2023,4,800,General Government,805,Central personnel management,51377133240.37,
2023,4,800,General Government,806,General purpose fiscal assistance,9505533188.7,
2023,4,800,General Government,808,Other general government,3122850156.81,
2023,4,900,Net Interest,901,Interest on Treasury debt securities (gross),879306558151.29,
2023,4,900,Net Interest,908,Other interest,26373814922.38,
2024,1,000,Governmental Receipts,000,Governmental Receipts,0.0,
2024,1,050,National Defense,051,Department of Defense-Military,286381169313.67,
2024,1,050,National Defense,053,Atomic energy defense activities,10323223840.44,
2024,1,050,National Defense,054,Defense-related activities,163883882683.97,
2024,1,150,International Affairs,151,International development and humanitarian assistance,3855596034.83,
2024,1,150,International Affairs,152,International security assistance,1161883231.67,
2024,1,150,International Affairs,153,Conduct of foreign affairs,4433393575.66,
2024,1,150,International Affairs,154,Foreign information and exchange activities,390260556.95,
2024,1,150,International Affairs,155,International financial programs,3130388384.24,
2024,1,250,"General Science, Space, and Technology",251,General science and basic research,3073396520.53,
2024,1,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",5073658818.1,
2024,1,270,Energy,271,Energy supply,3027298417.47,
2024,1,270,Energy,272,Energy conservation,1093274874.69,
2024,1,270,Energy,274,Emergency energy preparedness,749865408.72,
2024,1,270,Energy,276,"Energy information, policy, and regulation",424459510.72,
2024,1,300,Natural Resources and Environment,301,Water resources,8076123576.91,
2024,1,300,Natural Resources and Environment,302,Conservation and land management,4570473816.08,
2024,1,300,Natural Resources and Environment,303,Recreational resources,996687797.5,
2024,1,300,Natural Resources and Environment,304,Pollution control and abatement,3478583290.83,
2024,1,300,Natural Resources and Environment,306,Other natural resources,1297659637.85,
2024,1,350,Agriculture,351,Farm income stabilization,13208103293.9,
2024,1,350,Agriculture,352,Agricultural research and services,3394332018.99,
2024,1,370,Commerce and Housing Credit,371,Mortgage credit,477503523.38,
2024,1,370,Commerce and Housing Credit,373,Deposit insurance,66074409414.49,
2024,1,370,Commerce and Housing Credit,376,Other advancement of commerce,27172481318.54,
2024,1,400,Transportation,400,Transportation,0.0,
2024,1,400,Transportation,401,Ground transportation,7947265603.16,
2024,1,400,Transportation,402,Air transportation,9561261543.56,
2024,1,400,Transportation,403,Water transportation,2966822256.23,
2024,1,400,Transportation,407,Other transportation,333479977.41,
2024,1,450,Community and Regional Development,451,Community development,3405919668.03,
2024,1,450,Community and Regional Development,452,Area and regional development,1500508047.16,
2024,1,450,Community and Regional Development,453,Disaster relief and insurance,13747375911.2,
2024,1,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",24597955328.26,
2024,1,500,"Education, Training, Employment, and Social Services",502,Higher education,6367536590.06,
2024,1,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,797197966.59,
2024,1,500,"Education, Training, Employment, and Social Services",504,Training and employment,2893570217.56,
2024,1,500,"Education, Training, Employment, and Social Services",505,Other labor services,674593439.61,
2024,1,500,"Education, Training, Employment, and Social Services",506,Social services,4789600906.0,
2024,1,550,Health,551,Health care services,245396562764.11,
2024,1,550,Health,552,Health research and training,6886554618.68,
2024,1,550,Health,554,Consumer and occupational health and safety,2298762107.96,
2024,1,570,Medicare,571,Medicare,334137757883.22,
2024,1,600,Income Security,601,General retirement and disability insurance (excluding social se,6161458174.83,
2024,1,600,Income Security,602,Federal employee retirement and disability,48025599674.46,
2024,1,600,Income Security,603,Unemployment compensation,10083519275.53,
2024,1,600,Income Security,604,Housing assistance,12439265790.63,
2024,1,600,Income Security,605,Food and nutrition assistance,41235637684.18,
2024,1,600,Income Security,609,Other income security,36896670589.19,
2024,1,650,Social Security,651,Social security,373253008615.12,
2024,1,700,Veterans Benefits and Services,701,Income security for veterans,45048940769.54,
2024,1,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",3801941571.15,
2024,1,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,36058430796.04,
2024,1,700,Veterans Benefits and Services,704,Veterans housing,86275589.51,
2024,1,700,Veterans Benefits and Services,705,Other veterans benefits and services,6068768525.87,
2024,1,750,Administration of Justice,751,Federal law enforcement activities,15858864696.88,
2024,1,750,Administration of Justice,752,Federal litigative and judicial activities,3283120644.62,
2024,1,750,Administration of Justice,753,Federal correctional activities,2246303464.79,
2024,1,750,Administration of Justice,754,Criminal justice assistance,1358865303.1,
2024,1,800,General Government,801,Legislative functions,202964017.68,
2024,1,800,General Government,802,Executive direction and management,134713600.06,
2024,1,800,General Government,803,Central fiscal operations,61831175739.76,
2024,1,800,General Government,804,General property and records management,9832085276.32,
2024,1,800,General Government,805,Central personnel management,396346424.65,
2024,1,800,General Government,806,General purpose fiscal assistance,2286145387.06,
2024,1,800,General Government,808,Other general government,737152261.88,
2024,1,900,Net Interest,901,Interest on Treasury debt securities (gross),288010722716.21,
2024,1,900,Net Interest,908,Other interest,4368734159.68,
2024,2,000,Governmental Receipts,000,Governmental Receipts,0.0,
2024,2,050,National Defense,051,Department of Defense-Military,488768595309.52,
2024,2,050,National Defense,053,Atomic energy defense activities,18429807133.96,
2024,2,050,National Defense,054,Defense-related activities,166805775057.85,
2024,2,150,International Affairs,151,International development and humanitarian assistance,11705484183.94,
2024,2,150,International Affairs,152,International security assistance,1499304443.77,
2024,2,150,International Affairs,153,Conduct of foreign affairs,10629752311.95,
2024,2,150,International Affairs,154,Foreign information and exchange activities,717823788.77,
2024,2,150,International Affairs,155,International financial programs,3166497358.3,
2024,2,250,"General Science, Space, and Technology",251,General science and basic research,5969813435.25,
2024,2,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",10349472422.42,
2024,2,270,Energy,271,Energy supply,5330403408.37,
2024,2,270,Energy,272,Energy conservation,2781755811.88,
2024,2,270,Energy,274,Emergency energy preparedness,2205376280.09,
2024,2,270,Energy,276,"Energy information, policy, and regulation",997140124.67,
2024,2,300,Natural Resources and Environment,301,Water resources,18245319625.53,
2024,2,300,Natural Resources and Environment,302,Conservation and land management,10821972328.8,
2024,2,300,Natural Resources and Environment,303,Recreational resources,2316357245.2,
2024,2,300,Natural Resources and Environment,304,Pollution control and abatement,6846685655.92,
2024,2,300,Natural Resources and Environment,306,Other natural resources,3454618783.18,
2024,2,350,Agriculture,351,Farm income stabilization,24373570987.47,
2024,2,350,Agriculture,352,Agricultural research and services,6752689869.11,
2024,2,370,Commerce and Housing Credit,371,Mortgage credit,728639593.76,
2024,2,370,Commerce and Housing Credit,373,Deposit insurance,68720065950.43,
2024,2,370,Commerce and Housing Credit,376,Other advancement of commerce,36234535614.56,
2024,2,400,Transportation,400,Transportation,0.0,
2024,2,400,Transportation,401,Ground transportation,24831504458.65,
2024,2,400,Transportation,402,Air transportation,25646961628.9,
2024,2,400,Transportation,403,Water transportation,6136366182.14,
2024,2,400,Transportation,407,Other transportation,791721741.12,
2024,2,450,Community and Regional Development,451,Community development,5039736627.88,
2024,2,450,Community and Regional Development,452,Area and regional development,3070002893.75,
2024,2,450,Community and Regional Development,453,Disaster relief and insurance,26545947027.35,
2024,2,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",25727522278.05,
2024,2,500,"Education, Training, Employment, and Social Services",502,Higher education,12149346338.86,
2024,2,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1186058950.29,
2024,2,500,"Education, Training, Employment, and Social Services",504,Training and employment,4026927443.14,
2024,2,500,"Education, Training, Employment, and Social Services",505,Other labor services,1394019797.02,
2024,2,500,"Education, Training, Employment, and Social Services",506,Social services,8340295069.13,
2024,2,550,Health,551,Health care services,540306640689.01,
2024,2,550,Health,552,Health research and training,17717163977.21,
2024,2,550,Health,554,Consumer and occupational health and safety,4765690530.15,
2024,2,570,Medicare,571,Medicare,738064357268.82,
2024,2,600,Income Security,601,General retirement and disability insurance (excluding social se,13135631259.76,
2024,2,600,Income Security,602,Federal employee retirement and disability,97044620018.85,
2024,2,600,Income Security,603,Unemployment compensation,20321465953.25,
2024,2,600,Income Security,604,Housing assistance,27470932691.83,
2024,2,600,Income Security,605,Food and nutrition assistance,79037363331.87,
2024,2,600,Income Security,609,Other income security,130054273144.74,
2024,2,650,Social Security,651,Social security,761534555057.69,
2024,2,700,Veterans Benefits and Services,701,Income security for veterans,88843796774.37,
2024,2,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",8176802659.77,
2024,2,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,64931403278.77,
2024,2,700,Veterans Benefits and Services,704,Veterans housing,118855256.95,
2024,2,700,Veterans Benefits and Services,705,Other veterans benefits and services,14488970633.33,
2024,2,750,Administration of Justice,751,Federal law enforcement activities,32168194800.0,
2024,2,750,Administration of Justice,752,Federal litigative and judicial activities,6238852454.3,
2024,2,750,Administration of Justice,753,Federal correctional activities,4760800736.39,
2024,2,750,Administration of Justice,754,Criminal justice assistance,2259181311.37,
2024,2,800,General Government,801,Legislative functions,432933473.88,
2024,2,800,General Government,802,Executive direction and management,279429728.25,
2024,2,800,General Government,803,Central fiscal operations,203624680816.35,
2024,2,800,General Government,804,General property and records management,19727907131.3,
2024,2,800,General Government,805,Central personnel management,727370803.48,
2024,2,800,General Government,806,General purpose fiscal assistance,3845897984.11,
2024,2,800,General Government,808,Other general government,1302797119.32,
2024,2,900,Net Interest,901,Interest on Treasury debt securities (gross),522022587689.53,
2024,2,900,Net Interest,908,Other interest,9086961305.43,
2024,3,000,Governmental Receipts,000,Governmental Receipts,0.0,
2024,3,050,National Defense,051,Department of Defense-Military,743399295722.66,
2024,3,050,National Defense,053,Atomic energy defense activities,34536633493.5,
2024,3,050,National Defense,054,Defense-related activities,170659702368.7,
2024,3,150,International Affairs,151,International development and humanitarian assistance,20781590368.97,
2024,3,150,International Affairs,152,International security assistance,2120757614.8,
2024,3,150,International Affairs,153,Conduct of foreign affairs,17896448987.4,
2024,3,150,International Affairs,154,Foreign information and exchange activities,1316114630.99,
2024,3,150,International Affairs,155,International financial programs,8296518425.63,
2024,3,250,"General Science, Space, and Technology",251,General science and basic research,11053469762.3,
2024,3,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",17238774049.72,
2024,3,270,Energy,271,Energy supply,9122876502.52,
2024,3,270,Energy,272,Energy conservation,5545890261.03,
2024,3,270,Energy,274,Emergency energy preparedness,2791101648.34,
2024,3,270,Energy,276,"Energy information, policy, and regulation",1724073044.09,
2024,3,300,Natural Resources and Environment,301,Water resources,25772945632.06,
2024,3,300,Natural Resources and Environment,302,Conservation and land management,20098562488.57,
2024,3,300,Natural Resources and Environment,303,Recreational resources,4238079151.16,
2024,3,300,Natural Resources and Environment,304,Pollution control and abatement,13958587686.04,
2024,3,300,Natural Resources and Environment,306,Other natural resources,5115060935.05,
2024,3,350,Agriculture,351,Farm income stabilization,20677710383.52,
2024,3,350,Agriculture,352,Agricultural research and services,12083944774.3,
2024,3,370,Commerce and Housing Credit,371,Mortgage credit,7092797744.54,
2024,3,370,Commerce and Housing Credit,373,Deposit insurance,71878410077.49,
2024,3,370,Commerce and Housing Credit,376,Other advancement of commerce,51676886241.18,
2024,3,400,Transportation,400,Transportation,0.0,
2024,3,400,Transportation,401,Ground transportation,52337593570.35,
2024,3,400,Transportation,402,Air transportation,34802521497.53,
2024,3,400,Transportation,403,Water transportation,10055877963.49,
2024,3,400,Transportation,407,Other transportation,1386253285.41,
2024,3,450,Community and Regional Development,451,Community development,5874210196.53,
2024,3,450,Community and Regional Development,452,Area and regional development,5650425131.83,
2024,3,450,Community and Regional Development,453,Disaster relief and insurance,73143391587.13,
2024,3,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",26819802987.1,
2024,3,500,"Education, Training, Employment, and Social Services",502,Higher education,109917732681.52,
2024,3,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,1954507880.16,
2024,3,500,"Education, Training, Employment, and Social Services",504,Training and employment,7915370579.15,
2024,3,500,"Education, Training, Employment, and Social Services",505,Other labor services,2268896014.31,
2024,3,500,"Education, Training, Employment, and Social Services",506,Social services,19104886781.56,
2024,3,550,Health,551,Health care services,761005812324.02,
2024,3,550,Health,552,Health research and training,35935715763.88,
2024,3,550,Health,554,Consumer and occupational health and safety,7504528332.12,
2024,3,570,Medicare,571,Medicare,1172795607728.97,
2024,3,600,Income Security,601,General retirement and disability insurance (excluding social se,26172644228.88,
2024,3,600,Income Security,602,Federal employee retirement and disability,146282500480.93,
2024,3,600,Income Security,603,Unemployment compensation,34090435619.22,
2024,3,600,Income Security,604,Housing assistance,57491086370.96,
2024,3,600,Income Security,605,Food and nutrition assistance,117610532520.98,
2024,3,600,Income Security,609,Other income security,179201236056.26,
2024,3,650,Social Security,651,Social security,1153974074331.0,
2024,3,700,Veterans Benefits and Services,701,Income security for veterans,133044815560.5,
2024,3,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",11186282671.75,
2024,3,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,90928249193.07,
2024,3,700,Veterans Benefits and Services,704,Veterans housing,1915708724.58,
2024,3,700,Veterans Benefits and Services,705,Other veterans benefits and services,33063807066.54,
2024,3,750,Administration of Justice,751,Federal law enforcement activities,53019141727.16,
2024,3,750,Administration of Justice,752,Federal litigative and judicial activities,9678240341.26,
2024,3,750,Administration of Justice,753,Federal correctional activities,7590946799.85,
2024,3,750,Administration of Justice,754,Criminal justice assistance,3480434671.67,
2024,3,800,General Government,801,Legislative functions,664745491.58,
2024,3,800,General Government,802,Executive direction and management,531003329.94,
2024,3,800,General Government,803,Central fiscal operations,366469972684.38,
2024,3,800,General Government,804,General property and records management,29435527202.07,
2024,3,800,General Government,805,Central personnel management,1195383735.19,
2024,3,800,General Government,806,General purpose fiscal assistance,6416263371.98,
2024,3,800,General Government,808,Other general government,2666628602.7,
2024,3,900,Net Interest,901,Interest on Treasury debt securities (gross),867745646510.98,
2024,3,900,Net Interest,908,Other interest,13521380421.65,
2024,4,000,Governmental Receipts,000,Governmental Receipts,0.0,
2024,4,050,National Defense,051,Department of Defense-Military,1141639974791.54,
2024,4,050,National Defense,053,Atomic energy defense activities,41156563299.52,
2024,4,050,National Defense,054,Defense-related activities,175456833128.28,
2024,4,150,International Affairs,151,International development and humanitarian assistance,48790411327.31,
2024,4,150,International Affairs,152,International security assistance,10065129398.86,
2024,4,150,International Affairs,153,Conduct of foreign affairs,31336990698.45,
2024,4,150,International Affairs,154,Foreign information and exchange activities,2092083762.54,
2024,4,150,International Affairs,155,International financial programs,9991512175.51,
2024,4,250,"General Science, Space, and Technology",251,General science and basic research,19027820947.62,
2024,4,250,"General Science, Space, and Technology",252,"Space flight, research, and supporting activities",26195350653.52,
2024,4,270,Energy,271,Energy supply,22099665328.51,
2024,4,270,Energy,272,Energy conservation,12426086618.24,
2024,4,270,Energy,274,Emergency energy preparedness,3746154909.13,
2024,4,270,Energy,276,"Energy information, policy, and regulation",2557785928.7,
2024,4,300,Natural Resources and Environment,301,Water resources,41007764457.14,
2024,4,300,Natural Resources and Environment,302,Conservation and land management,33375818255.38,
2024,4,300,Natural Resources and Environment,303,Recreational resources,7560906689.62,
2024,4,300,Natural Resources and Environment,304,Pollution control and abatement,55110905217.91,
2024,4,300,Natural Resources and Environment,306,Other natural resources,17904734213.06,
2024,4,350,Agriculture,351,Farm income stabilization,36535056628.55,
2024,4,350,Agriculture,352,Agricultural research and services,17157865445.45,
2024,4,370,Commerce and Housing Credit,371,Mortgage credit,7527267722.18,
2024,4,370,Commerce and Housing Credit,373,Deposit insurance,72869682343.03,
2024,4,370,Commerce and Housing Credit,376,Other advancement of commerce,79358897672.38,
2024,4,400,Transportation,400,Transportation,0.0,
2024,4,400,Transportation,401,Ground transportation,110326604063.98,
2024,4,400,Transportation,402,Air transportation,49402727181.87,
2024,4,400,Transportation,403,Water transportation,14989335445.74,
2024,4,400,Transportation,407,Other transportation,2199886866.33,
2024,4,450,Community and Regional Development,451,Community development,13530393806.87,
2024,4,450,Community and Regional Development,452,Area and regional development,9260383486.86,
2024,4,450,Community and Regional Development,453,Disaster relief and insurance,89837364216.26,
2024,4,500,"Education, Training, Employment, and Social Services",501,"Elementary, secondary, and vocational education",49891390716.45,
2024,4,500,"Education, Training, Employment, and Social Services",502,Higher education,178177965275.86,
2024,4,500,"Education, Training, Employment, and Social Services",503,Research and general education aids,2658218648.93,
2024,4,500,"Education, Training, Employment, and Social Services",504,Training and employment,10798025903.63,
2024,4,500,"Education, Training, Employment, and Social Services",505,Other labor services,3200536526.14,
2024,4,500,"Education, Training, Employment, and Social Services",506,Social services,25619468222.94,
2024,4,550,Health,551,Health care services,1027906606154.41,
2024,4,550,Health,552,Health research and training,59909656479.15,
2024,4,550,Health,554,Consumer and occupational health and safety,10603316666.97,
2024,4,570,Medicare,571,Medicare,1582650103296.23,
2024,4,600,Income Security,601,General retirement and disability insurance (excluding social se,41096992551.29,
2024,4,600,Income Security,602,Federal employee retirement and disability,186122247366.58,
2024,4,600,Income Security,603,Unemployment compensation,43816134296.76,
2024,4,600,Income Security,604,Housing assistance,71653190121.24,
2024,4,600,Income Security,605,Food and nutrition assistance,162470680320.64,
2024,4,600,Income Security,609,Other income security,212821498800.65,
2024,4,650,Social Security,651,Social security,1541027236655.33,
2024,4,700,Veterans Benefits and Services,701,Income security for veterans,179525221002.95,
2024,4,700,Veterans Benefits and Services,702,"Veterans education, training, and rehabilitation",14956778147.75,
2024,4,700,Veterans Benefits and Services,703,Hospital and medical care for veterans,128399212249.22,
